"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","warning","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","isi_outcome_learning","","html-keyboard-response","1187","1838088","0.0-4.0-68.0-1.0","24","25736","female","null","","","","null","","66","","","1835768","2","","","","","","2300","195900","2320","184931","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1188","1839609","0.0-4.0-68.0-2.0","24","25736","female","76","","","","75","no_gain","66","","","1838088","2","","","","0","","1500","198200","1521","187251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1189","1844225","0.0-4.0-68.0-3.0","24","25736","female","null","","","","null","","66","","","1839609","2","","","","","","4600","200500","4616","188772","4600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1190","1845736","0.0-4.0-69.0-0.0","24","25736","female","null","","","","null","","67","","","1844225","2","","3500","","","","1500","205100","1511","193388","","","","","","","","","","","","0","","","","1900","","","","","","","","","","","","","21","H","gain","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1191","1849331","0.0-4.0-69.0-1.0","24","25736","female","null","","","","null","","67","","","1845736","2","","","","","","3500","206600","3595","194899","3500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1192","1850851","0.0-4.0-69.0-2.0","24","25736","female","41","","","","68","gain","67","","","1849331","2","","","","0","","1500","210100","1520","198494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1193","1852773","0.0-4.0-69.0-3.0","24","25736","female","null","","","","null","","67","","","1850851","2","","","","","","1900","213600","1922","200014","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1194","1854301","0.0-4.0-70.0-0.0","24","25736","female","null","","","","null","","68","","","1852773","2","","1600","","","","1500","215500","1528","201936","","","","","","","","","","","","0","","","","1300","","","","","","","","","","","","","10","C","gain","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1195","1855926","0.0-4.0-70.0-1.0","24","25736","female","null","","","","null","","68","","","1854301","2","","","","","","1600","217000","1625","203464","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1196","1857441","0.0-4.0-70.0-2.0","24","25736","female","50","","","","75","no_gain","68","","","1855926","2","","","","0","","1500","218600","1515","205089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1197","1858759","0.0-4.0-70.0-3.0","24","25736","female","null","","","","null","","68","","","1857441","2","","","","","","1300","220200","1318","206604","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1198","1860278","0.0-4.0-71.0-0.0","24","25736","female","null","","","","null","","69","","","1858759","2","","2000","","","","1500","221500","1519","207922","","","","","","","","","","","","0","","","","1200","","","","","","","","","","","","","0","B","no_gain","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1199","1862292","0.0-4.0-71.0-1.0","24","25736","female","null","","","","null","","69","","","1860278","2","","","","","","2000","223000","2014","209441","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1200","1863810","0.0-4.0-71.0-2.0","24","25736","female","21","","","","68","gain","69","","","1862292","2","","","","0","","1500","225000","1518","211455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1201","1865020","0.0-4.0-71.0-3.0","24","25736","female","null","","","","null","","69","","","1863810","2","","","","","","1200","227000","1210","212973","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1202","1866529","0.0-4.0-72.0-0.0","24","25736","female","null","","","","null","","70","","","1865020","2","","1700","","","","1500","228200","1509","214183","","","","","","","","","","","","0","","","","1500","","","","","","","","","","","","","35","I","gain","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1203","1868247","0.0-4.0-72.0-1.0","24","25736","female","null","","","","null","","70","","","1866529","2","","","","","","1700","229700","1718","215692","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1204","1869767","0.0-4.0-72.0-2.0","24","25736","female","53","","","","68","gain","70","","","1868247","2","","","","0","","1500","231400","1520","217410","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1205","1871429","0.0-4.0-72.0-3.0","24","25736","female","null","","","","null","","70","","","1869767","2","","","","","","1500","233100","1662","218930","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1206","1872968","0.0-4.0-73.0-0.0","24","25736","female","null","","","","null","","71","","","1871429","2","","1100","","","","1500","234600","1539","220592","","","","","","","","","","","","0","","","","1300","","","","","","","","","","","","","46","J","gain","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1207","1874087","0.0-4.0-73.0-1.0","24","25736","female","null","","","","null","","71","","","1872968","2","","","","","","1100","236100","1119","222131","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1208","1875610","0.0-4.0-73.0-2.0","24","25736","female","125","","","","68","gain","71","","","1874087","2","","","","0","","1500","237200","1523","223250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1209","1876931","0.0-4.0-73.0-3.0","24","25736","female","null","","","","null","","71","","","1875610","2","","","","","","1300","238300","1321","224773","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1210","1878450","0.0-4.0-74.0-0.0","24","25736","female","null","","","","null","","72","","","1876931","2","","2900","","","","1500","239600","1519","226094","","","","","","","","","","","","0","","","","1600","","","","","","","","","","","","","7","G","no_gain","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1211","1881420","0.0-4.0-74.0-1.0","24","25736","female","null","","","","null","","72","","","1878450","2","","","","","","2900","241100","2970","227613","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1212","1882972","0.0-4.0-74.0-2.0","24","25736","female","285","","","","75","no_gain","72","","","1881420","2","","","","0","","1500","244000","1552","230583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1213","1884597","0.0-4.0-74.0-3.0","24","25736","female","null","","","","null","","72","","","1882972","2","","","","","","1600","246900","1625","232135","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1214","1886115","0.0-4.0-75.0-0.0","24","25736","female","null","","","","null","","73","","","1884597","2","","1200","","","","1500","248500","1518","233760","","","","","","","","","","","","0","","","","2400","","","","","","","","","","","","","3","A","gain","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1215","1887343","0.0-4.0-75.0-1.0","24","25736","female","null","","","","null","","73","","","1886115","2","","","","","","1200","250000","1228","235278","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1216","1888853","0.0-4.0-75.0-2.0","24","25736","female","802","","","","75","no_gain","73","","","1887343","2","","","","0","","1500","251200","1510","236506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","802","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1217","1891290","0.0-4.0-75.0-3.0","24","25736","female","null","","","","null","","73","","","1888853","2","","","","","","2400","252400","2437","238016","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1218","1892809","0.0-4.0-76.0-0.0","24","25736","female","null","","","","null","","74","","","1891290","2","","1200","","","","1500","254800","1519","240453","","","","","","","","","","","","0","","","","2300","","","","","","","","","","","","","28","E","gain","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1219","1894024","0.0-4.0-76.0-1.0","24","25736","female","null","","","","null","","74","","","1892809","2","","","","","","1200","256300","1215","241972","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1220","1895542","0.0-4.0-76.0-2.0","24","25736","female","234","","","","75","no_gain","74","","","1894024","2","","","","0","","1500","257500","1518","243187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1221","1897862","0.0-4.0-76.0-3.0","24","25736","female","null","","","","null","","74","","","1895542","2","","","","","","2300","258700","2320","244705","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1222","1899419","0.0-4.0-77.0-0.0","24","25736","female","null","","","","null","","75","","","1897862","2","","1600","","","","1500","261000","1557","247025","","","","","","","","","","","","0","","","","4300","","","","","","","","","","","","","27","F","no_gain","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1223","1901039","0.0-4.0-77.0-1.0","24","25736","female","null","","","","null","","75","","","1899419","2","","","","","","1600","262500","1620","248582","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1224","1902555","0.0-4.0-77.0-2.0","24","25736","female","4","","","","68","gain","75","","","1901039","2","","","","0","","1500","264100","1516","250202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1225","1906869","0.0-4.0-77.0-3.0","24","25736","female","null","","","","null","","75","","","1902555","2","","","","","","4300","265700","4314","251718","4300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","","","",""
"","deliberation_reward_tally","","html-keyboard-response","1226","1906965","0.0-4.0-77.0-6.0-0.0","24","25736","female","69","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_instructions","","instructions","1227","1917720","0.0-5.0-0.0-0.0","24","25736","female","10660","","[{""page_index"":0,""viewing_time"":5645},{""page_index"":1,""viewing_time"":2970},{""page_index"":2,""viewing_time"":2044}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_comprehension_check","","survey-multi-choice","1228","1926838","0.0-5.0-0.0-1.0","24","25736","female","9105","{""Q0"":""True"",""Q1"":""K""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","1229","1929820","0.0-5.0-1.0","24","25736","female","2968","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1230","1931338","0.0-5.0-2.0-0.0","24","25736","female","null","","","","null","","0","","","1929820","0","","","","1","","1500","270000","1518","256032","","NaN","NaN","NaN","NaN","NaN","","","","","","1","","","","3000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1231","1931675","0.0-5.0-2.0-2.0-0.0","24","25736","female","null","","","","null","","0","","","1931338","0","","","","1","","300","271500","337","257550","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1232","1934397","0.0-5.0-2.0-3.0","24","25736","female","null","","","","null","","0","","","1931675","0","","","","","","2700","271800","2722","257887","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1233","1934473","0.0-5.0-2.1-0.1","24","25736","female","64","","","","75","","0","","","1934397","0","","","","0","","64","274500","76","260609","","0","","","","","","","","","","1","","","","3000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","","","","","","","","","","","","0","","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1234","1934985","0.0-5.0-2.1-1.1-0.1","24","25736","female","null","","","","null","","0","","","1934473","0","","","","","","500","274564","512","260685","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1235","1937997","0.0-5.0-2.1-3.1","24","25736","female","null","","","","null","","0","","","1934985","0","","","","","","3000","275064","3012","261197","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1236","1938090","0.0-5.0-3.0-0.0","24","25736","female","78","","","","68","","1","","","1937997","0","","","","0","","78","278064","93","264209","","1","","","","","","","","","","1","","","","1500","0","","","","","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg","","","","","","","","","","","","0","","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1237","1938610","0.0-5.0-3.0-1.0-0.0","24","25736","female","null","","","","null","","1","","","1938090","0","","","","","","500","278142","520","264302","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1238","1940168","0.0-5.0-3.0-3.0","24","25736","female","null","","","","null","","1","","","1938610","0","","","","","","1500","278642","1558","264822","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1239","1940349","0.0-5.0-4.0-0.0","24","25736","female","170","","","","68","","2","","","1940168","0","","","","0","","170","280142","181","266380","","1","","","","","","","","","","1","","","","2000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","","","","","","","","","","","","0","","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1240","1940860","0.0-5.0-4.0-1.0-0.0","24","25736","female","null","","","","null","","2","","","1940349","0","","","","","","500","280312","511","266561","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1241","1942871","0.0-5.0-4.0-3.0","24","25736","female","null","","","","null","","2","","","1940860","0","","","","","","2000","280812","2011","267072","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1242","1943156","0.0-5.0-5.0-0.0","24","25736","female","275","","","","68","","3","","","1942871","0","","","","0","","275","282812","285","269083","","1","","","","","","","","","","1","","","","1000","0","","","","","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","","","","","","","","","","","","0","","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1243","1943682","0.0-5.0-5.0-1.0-0.0","24","25736","female","null","","","","null","","3","","","1943156","0","","","","","","500","283087","526","269368","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1244","1944695","0.0-5.0-5.0-3.0","24","25736","female","null","","","","null","","3","","","1943682","0","","","","","","1000","283587","1013","269894","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","1245","1944919","0.0-5.0-5.0-4.0-0.0","24","25736","female","214","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","1246","1947015","0.0-5.0-5.0-4.0-1.0","24","25736","female","2085","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1247","1948538","0.0-5.0-6.0-0.0","24","25736","female","null","","","","null","","4","","","1947015","1","","","","1","","1500","0","1523","0","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1800","1","7","46","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","75","79","","","","","","","","","chosen","0","no_gain4","gain5","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1248","1948856","0.0-5.0-6.0-2.0-0.0","24","25736","female","null","","","","null","","4","","","1948538","1","","","","1","","300","1500","318","1523","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1249","1950406","0.0-5.0-6.0-3.0","24","25736","female","null","","","","null","","4","","","1948856","1","","","","","","1500","1800","1550","1841","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1250","1950467","0.0-5.0-7.0-0.0","24","25736","female","26","","","","68","","5","","","1950406","1","","","","0","","26","3300","61","3391","","1","28","12","body_parts","faces","","","","","","0","","","","1700","1","28","12","body_parts","faces","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","77","83","","","","","","","","","chosen","1","gain3","no_gain6","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1251","1950992","0.0-5.0-7.0-1.0-0.0","24","25736","female","null","","","","null","","5","","","1950467","1","","","","","","500","3326","525","3452","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1252","1952712","0.0-5.0-7.0-3.0","24","25736","female","null","","","","null","","5","","","1950992","1","","","","","","1700","3826","1720","3977","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1253","1952740","0.0-5.0-8.0-0.0","24","25736","female","17","","","","75","","6","","","1952712","1","","","","0","","17","5526","28","5697","","0","37","31","objects","body_parts","","","","","","0","","","","2300","1","31","37","body_parts","objects","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","70","78","","","","","","","","","unchosen","1","gain6","no_gain3","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1254","1953250","0.0-5.0-8.0-1.0-0.0","24","25736","female","null","","","","null","","6","","","1952740","1","","","","","","500","5543","510","5725","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1255","1955559","0.0-5.0-8.0-3.0","24","25736","female","null","","","","null","","6","","","1953250","1","","","","","","2300","6043","2309","6235","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1256","1955741","0.0-5.0-9.0-0.0","24","25736","female","167","","","","75","","7","","","1955559","1","","","","0","","167","8343","182","8544","","0","28","27","body_parts","body_parts","","","","","","0","","","","1700","1","27","28","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","68","77","","","","","","","","","chosen","0","no_gain2","gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1257","1956366","0.0-5.0-9.0-1.0-0.0","24","25736","female","null","","","","null","","7","","","1955741","1","","","","","","500","8510","625","8726","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1258","1958093","0.0-5.0-9.0-3.0","24","25736","female","null","","","","null","","7","","","1956366","1","","","","","","1700","9010","1727","9351","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1259","1958157","0.0-5.0-10.0-0.0","24","25736","female","52","","","","68","","8","","","1958093","1","","","","0","","52","10710","64","11078","","1","5","25","outdoor_scenes","body_parts","","","","","","0","","","","3900","1","5","25","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","72","75","","","","","","","","","unchosen","1","gain4","no_gain5","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1260","1958677","0.0-5.0-10.0-1.0-0.0","24","25736","female","null","","","","null","","8","","","1958157","1","","","","","","500","10762","520","11142","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1261","1962607","0.0-5.0-10.0-3.0","24","25736","female","null","","","","null","","8","","","1958677","1","","","","","","3900","11262","3930","11662","3900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1262","1962635","0.0-5.0-11.0-0.0","24","25736","female","16","","","","68","","9","","","1962607","1","","","","0","","16","15162","28","15592","","1","42","25","objects","body_parts","","","","","","0","","","","1200","1","42","25","objects","body_parts","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","70","75","","","","","","","","","unchosen","1","gain2","no_gain5","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1263","1963153","0.0-5.0-11.0-1.0-0.0","24","25736","female","null","","","","null","","9","","","1962635","1","","","","","","500","15178","518","15620","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1264","1964367","0.0-5.0-11.0-3.0","24","25736","female","null","","","","null","","9","","","1963153","1","","","","","","1200","15678","1214","16138","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1265","1964473","0.0-5.0-12.0-0.0","24","25736","female","94","","","","68","","10","","","1964367","1","","","","0","","94","16878","106","17352","","1","3","40","outdoor_scenes","objects","","","","","","0","","","","1200","1","3","40","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","74","75","","","","","","","","","chosen","1","gain2","no_gain5","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1266","1964987","0.0-5.0-12.0-1.0-0.0","24","25736","female","null","","","","null","","10","","","1964473","1","","","","","","500","16972","514","17458","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1267","1966246","0.0-5.0-12.0-3.0","24","25736","female","null","","","","null","","10","","","1964987","1","","","","","","1200","17472","1259","17972","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1268","1966386","0.0-5.0-13.0-0.0","24","25736","female","129","","","","75","","11","","","1966246","1","","","","0","","129","18672","140","19231","","0","46","40","objects","objects","","","","","","0","","","","2600","1","40","46","objects","objects","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","75","79","","","","","","","","","chosen","0","no_gain5","gain5","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1269","1966910","0.0-5.0-13.0-1.0-0.0","24","25736","female","null","","","","null","","11","","","1966386","1","","","","","","500","18801","524","19371","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1270","1969533","0.0-5.0-13.0-3.0","24","25736","female","null","","","","null","","11","","","1966910","1","","","","","","2600","19301","2623","19895","2600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
