"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","warning","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions","","html-keyboard-response","1271","1969548","0.0-5.0-14.0-0.0","24","25736","female","1","","","","68","","12","","","1969533","1","","","","0","","1","21901","15","22518","","1","17","5","faces","outdoor_scenes","","","","","","0","","","","2200","1","17","5","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","82","72","","","","","","","","","unchosen","0","no_gain1","gain4","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1272","1970072","0.0-5.0-14.0-1.0-0.0","24","25736","female","null","","","","null","","12","","","1969548","1","","","","","","500","21902","524","22533","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1273","1972287","0.0-5.0-14.0-3.0","24","25736","female","null","","","","null","","12","","","1970072","1","","","","","","2200","22402","2215","23057","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1274","1972342","0.0-5.0-15.0-0.0","24","25736","female","47","","","","68","","13","","","1972287","1","","","","0","","47","24602","55","25272","","1","35","12","body_parts","faces","","","","","","0","","","","1700","1","35","12","body_parts","faces","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","68","83","","","","","","","","","chosen","1","gain4","no_gain6","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1275","1972859","0.0-5.0-15.0-1.0-0.0","24","25736","female","null","","","","null","","13","","","1972342","1","","","","","","500","24649","517","25327","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1276","1974570","0.0-5.0-15.0-3.0","24","25736","female","null","","","","null","","13","","","1972859","1","","","","","","1700","25149","1711","25844","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1277","1974753","0.0-5.0-16.0-0.0","24","25736","female","173","","","","75","","14","","","1974570","1","","","","0","","173","26849","183","27555","","0","7","35","outdoor_scenes","body_parts","","","","","","0","","","","3100","1","35","7","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","68","75","","","","","","","","","chosen","1","gain4","no_gain4","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1278","1975266","0.0-5.0-16.0-1.0-0.0","24","25736","female","null","","","","null","","14","","","1974753","1","","","","","","500","27022","513","27738","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1279","1978396","0.0-5.0-16.0-3.0","24","25736","female","null","","","","null","","14","","","1975266","1","","","","","","3100","27522","3130","28251","3100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1280","1978426","0.0-5.0-17.0-0.0","24","25736","female","20","","","","75","","15","","","1978396","1","","","","0","","20","30622","30","31381","","0","17","42","faces","objects","","","","","","0","","","","2100","1","42","17","objects","faces","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","70","82","","","","","","","","","unchosen","1","gain2","no_gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1281","1978956","0.0-5.0-17.0-1.0-0.0","24","25736","female","null","","","","null","","15","","","1978426","1","","","","","","500","30642","530","31411","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1282","1981073","0.0-5.0-17.0-3.0","24","25736","female","null","","","","null","","15","","","1978956","1","","","","","","2100","31142","2117","31941","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1283","1981216","0.0-5.0-18.0-0.0","24","25736","female","135","","","","75","","16","","","1981073","1","","","","0","","135","33242","143","34058","","0","46","27","objects","body_parts","","","","","","0","","","","1900","1","27","46","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","68","79","","","","","","","","","chosen","0","no_gain2","gain5","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1284","1981748","0.0-5.0-18.0-1.0-0.0","24","25736","female","null","","","","null","","16","","","1981216","1","","","","","","500","33377","532","34201","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1285","1983666","0.0-5.0-18.0-3.0","24","25736","female","null","","","","null","","16","","","1981748","1","","","","","","1900","33877","1918","34733","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1286","1983833","0.0-5.0-19.0-0.0","24","25736","female","155","","","","75","","17","","","1983666","1","","","","0","","155","35777","167","36651","","0","46","0","objects","outdoor_scenes","","","","","","0","","","","1400","1","0","46","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","74","79","","","","","","","","","chosen","0","no_gain1","gain5","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1287","1984350","0.0-5.0-19.0-1.0-0.0","24","25736","female","null","","","","null","","17","","","1983833","1","","","","","","500","35932","517","36818","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1288","1985781","0.0-5.0-19.0-3.0","24","25736","female","null","","","","null","","17","","","1984350","1","","","","","","1400","36432","1431","37335","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1289","1985977","0.0-5.0-20.0-0.0","24","25736","female","182","","","","75","","18","","","1985781","1","","","","0","","182","37832","196","38766","","0","40","28","objects","body_parts","","","","","","0","","","","1500","1","28","40","body_parts","objects","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","77","75","","","","","","","","","chosen","1","gain3","no_gain5","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1290","1986490","0.0-5.0-20.0-1.0-0.0","24","25736","female","null","","","","null","","18","","","1985977","1","","","","","","500","38014","513","38962","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1291","1988003","0.0-5.0-20.0-3.0","24","25736","female","null","","","","null","","18","","","1986490","1","","","","","","1500","38514","1513","39475","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1292","1988300","0.0-5.0-21.0-0.0","24","25736","female","262","","","","75","","19","","","1988003","1","","","","0","","262","40014","297","40988","","0","42","36","objects","objects","","","","","","0","","","","1600","1","36","42","objects","objects","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","75","70","","","","","","","","","unchosen","0","no_gain4","gain2","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1293","1988819","0.0-5.0-21.0-1.0-0.0","24","25736","female","null","","","","null","","19","","","1988300","1","","","","","","500","40276","519","41285","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1294","1990448","0.0-5.0-21.0-3.0","24","25736","female","null","","","","null","","19","","","1988819","1","","","","","","1600","40776","1629","41804","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1295","1990667","0.0-5.0-22.0-0.0","24","25736","female","208","","","","75","","20","","","1990448","1","","","","0","","208","42376","219","43433","","0","28","0","body_parts","outdoor_scenes","","","","","","0","","","","3200","1","0","28","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","74","77","","","","","","","","","chosen","0","no_gain1","gain3","1","","","","","","","","","","","","","","",""
