"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti","","html-keyboard-response","574","661572","0.0-3.0-8.0-4.0","33","21859","Female","null","","","","null","","3","","","","659455","","","","","","","2000","351400","2117","372758","2000","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","575","661618","0.0-3.0-8.0-5.0-0.0","33","21859","Female","23","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","576","667451","0.0-3.0-8.0-5.0-1.0","33","21859","Female","5823","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","577","668777","0.0-3.0-10.0-0.0","33","21859","Female","923","","","","68","","4","","","","667451","1","","","","0","","1300","0","1326","0","","","","","","","","","","","D","0","1300","right","scramble","3300","1","43","18","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","578","668838","0.0-3.0-10.0-1.0-0.0","33","21859","Female","49","","","","75","","4","","","","668777","","","","","0","","49","1300","61","1326","1700","0","18","43","faces","objects","","","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","579","670522","0.0-3.0-10.0-2.0-0.0","33","21859","Female","null","","","","null","","4","","","","668838","","","","","","","1651","1349","1684","1387","1651","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","580","673851","0.0-3.0-10.0-4.0","33","21859","Female","null","","","","null","","4","","","","670522","","","","","","","3300","3000","3329","3071","3300","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","581","675380","0.0-3.0-12.0-0.0","33","21859","Female","16","","","","68","","5","","","","673851","1","","","","0","","1500","6300","1529","6400","","","","","","","","","","","B","0","1500","right","scramble","1100","1","1","14","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","582","675417","0.0-3.0-12.0-1.0-0.0","33","21859","Female","22","","","","75","","5","","","","675380","","","","","0","","22","7800","37","7929","1500","0","14","1","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","583","676927","0.0-3.0-12.0-2.0-0.0","33","21859","Female","null","","","","null","","5","","","","675417","","","","","","","1478","7822","1510","7966","1478","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","584","678061","0.0-3.0-12.0-4.0","33","21859","Female","null","","","","null","","5","","","","676927","","","","","","","1100","9300","1134","9476","1100","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","585","678383","0.0-3.0-14.0-0.0","33","21859","Female","284","","","","68","","6","","","","678061","1","","","","0","","284","10400","322","10610","","1","6","38","outdoor_scenes","objects","35","39","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","A","0","0","","original","1800","1","6","38","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","35","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","586","681111","0.0-3.0-14.0-2.0-0.0","33","21859","Female","null","","","","null","","6","","","","678383","","","","","","","2716","10684","2728","10932","2716","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","587","682925","0.0-3.0-14.0-4.0","33","21859","Female","null","","","","null","","6","","","","681111","","","","","","","1800","13400","1814","13660","1800","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","588","683530","0.0-3.0-16.0-0.0","33","21859","Female","595","","","","68","","7","","","","682925","1","","","","0","","595","15200","605","15474","","1","36","32","objects","body_parts","80","47","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","E","0","0","","original","1500","1","36","32","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","80","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","589","685962","0.0-3.0-16.0-2.0-0.0","33","21859","Female","null","","","","null","","7","","","","683530","","","","","","","2405","15795","2432","16079","2405","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","590","687485","0.0-3.0-16.0-4.0","33","21859","Female","null","","","","null","","7","","","","685962","","","","","","","1500","18200","1523","18511","1500","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","591","689322","0.0-3.0-18.0-0.0","33","21859","Female","150","","","","75","","8","","","","687485","1","","","","0","","1800","19700","1837","20034","","","","","","","","","","","K","0","1800","left","scramble","2200","1","24","46","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","592","689421","0.0-3.0-18.0-1.0-0.0","33","21859","Female","87","","","","75","","8","","","","689322","","","","","0","","87","21500","99","21871","1200","0","46","24","objects","body_parts","","","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","","","","","","","1","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","593","690586","0.0-3.0-18.0-2.0-0.0","33","21859","Female","null","","","","null","","8","","","","689421","","","","","","","1113","21587","1165","21970","1113","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","594","693145","0.0-3.0-18.0-4.0","33","21859","Female","null","","","","null","","8","","","","690586","","","","","","","2200","22700","2559","23135","2200","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","595","693285","0.0-3.0-20.0-0.0","33","21859","Female","126","","","","68","","9","","","","693145","1","","","","0","","126","24900","140","25694","","1","15","47","faces","objects","75","70","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","J","0","0","","original","2400","1","15","47","faces","objects","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","75","70","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","596","696389","0.0-3.0-20.0-2.0-0.0","33","21859","Female","null","","","","null","","9","","","","693285","","","","","","","2874","25026","3104","25834","2874","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","597","698830","0.0-3.0-20.0-4.0","33","21859","Female","null","","","","null","","9","","","","696389","","","","","","","2400","27900","2441","28938","2400","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","598","699550","0.0-3.0-22.0-0.0","33","21859","Female","96","","","","68","","10","","","","698830","1","","","","0","","700","30300","720","31379","","","","","","","","","","","L","0","700","left","scramble","3000","1","33","13","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","599","699619","0.0-3.0-22.0-1.0-0.0","33","21859","Female","55","","","","68","","10","","","","699550","","","","","0","","55","31000","69","32099","2300","1","33","13","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
