"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","show_chosen_item","","html-keyboard-response","1215","1722816","0.0-4.0-74.0-0.0","33","21859","Female","null","","","","null","","72","","","","1721300","2","","1400","","","","1500","238900","1516","229455","","","","","","","","","","","","0","","","","1400","","","","","","","","","","","40","G","no_gain","","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1216","1724254","0.0-4.0-74.0-1.0","33","21859","Female","null","","","","null","","72","","","","1722816","2","","","","","","1400","240400","1438","230971","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1217","1725770","0.0-4.0-74.0-2.0","33","21859","Female","32","","","","75","no_gain","72","","","","1724254","2","","","","0","","1500","241800","1516","232409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1218","1727277","0.0-4.0-74.0-3.0","33","21859","Female","null","","","","null","","72","","","","1725770","2","","","","","","1400","243200","1507","233925","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1219","1728804","0.0-4.0-75.0-0.0","33","21859","Female","null","","","","null","","73","","","","1727277","2","","3400","","","","1500","244600","1527","235432","","","","","","","","","","","","0","","","","1300","","","","","","","","","","","6","A","no_gain","","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1220","1732235","0.0-4.0-75.0-1.0","33","21859","Female","null","","","","null","","73","","","","1728804","2","","","","","","3400","246100","3431","236959","3400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1221","1733759","0.0-4.0-75.0-2.0","33","21859","Female","142","","","","75","no_gain","73","","","","1732235","2","","","","0","","1500","249500","1524","240390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1222","1735139","0.0-4.0-75.0-3.0","33","21859","Female","null","","","","null","","73","","","","1733759","2","","","","","","1300","252900","1380","241914","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1223","1736658","0.0-4.0-76.0-0.0","33","21859","Female","null","","","","null","","74","","","","1735139","2","","3000","","","","1500","254200","1519","243294","","","","","","","","","","","","0","","","","1600","","","","","","","","","","","36","E","gain","","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1224","1739676","0.0-4.0-76.0-1.0","33","21859","Female","null","","","","null","","74","","","","1736658","2","","","","","","3000","255700","3018","244813","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1225","1741346","0.0-4.0-76.0-2.0","33","21859","Female","109","","","","68","gain","74","","","","1739676","2","","","","0","","1500","258700","1670","247831","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1226","1742964","0.0-4.0-76.0-3.0","33","21859","Female","null","","","","null","","74","","","","1741346","2","","","","","","1600","261700","1618","249501","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1227","1744498","0.0-4.0-77.0-0.0","33","21859","Female","null","","","","null","","75","","","","1742964","2","","1600","","","","1500","263300","1534","251119","","","","","","","","","","","","0","","","","2000","","","","","","","","","","","20","F","gain","","","","","","","","","","","","","","","","","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1228","1746122","0.0-4.0-77.0-1.0","33","21859","Female","null","","","","null","","75","","","","1744498","2","","","","","","1600","264800","1624","252653","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1229","1747647","0.0-4.0-77.0-2.0","33","21859","Female","57","","","","68","gain","75","","","","1746122","2","","","","0","","1500","266400","1525","254277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1230","1749725","0.0-4.0-77.0-3.0","33","21859","Female","null","","","","null","","75","","","","1747647","2","","","","","","2000","268000","2078","255802","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_reward_tally","","html-keyboard-response","1231","1749747","0.0-4.0-77.0-6.0-0.0","33","21859","Female","8","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_instructions","","instructions","1232","1762770","0.0-5.0-0.0-0.0","33","21859","Female","12592","","[{""page_index"":0,""viewing_time"":6037},{""page_index"":1,""viewing_time"":4192},{""page_index"":2,""viewing_time"":2363}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_comprehension_check","","survey-multi-choice","1233","1767341","0.0-5.0-0.0-1.0","33","21859","Female","4503","{""Q0"":""True"",""Q1"":""D""}","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","1234","1770092","0.0-5.0-0.0-2.0-0.0","33","21859","Female","2728","","","","68","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_instructions","","instructions","1235","1775645","0.0-5.0-0.1-0.1","33","21859","Female","5510","","[{""page_index"":0,""viewing_time"":1689},{""page_index"":1,""viewing_time"":1781},{""page_index"":2,""viewing_time"":2037}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_comprehension_check","","survey-multi-choice","1236","1779762","0.0-5.0-0.1-1.1","33","21859","Female","4089","{""Q0"":""True"",""Q1"":""K""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","1237","1781457","0.0-5.0-1.0","33","21859","Female","1678","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1238","1782987","0.0-5.0-2.0-0.0","33","21859","Female","null","","","","null","","0","","","","1781457","0","","","","1","","1500","270000","1530","257880","","NaN","NaN","NaN","NaN","NaN","","","","","","1","","","","3000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1239","1783376","0.0-5.0-2.0-2.0-0.0","33","21859","Female","null","","","","null","","0","","","","1782987","0","","","","1","","300","271500","389","259410","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1240","1786100","0.0-5.0-2.0-3.0","33","21859","Female","null","","","","null","","0","","","","1783376","0","","","","","","2700","271800","2724","259799","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1241","1786280","0.0-5.0-2.1-0.1","33","21859","Female","167","","","","75","","0","","","","1786100","0","","","","0","","167","274500","180","262523","","0","","","","","","","","","","1","","","","3000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","","","","","","","","","","0","","","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1242","1786801","0.0-5.0-2.1-1.1-0.1","33","21859","Female","null","","","","null","","0","","","","1786280","0","","","","","","500","274667","521","262703","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1243","1789833","0.0-5.0-2.1-3.1","33","21859","Female","null","","","","null","","0","","","","1786801","0","","","","","","3000","275167","3032","263224","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1244","1789908","0.0-5.0-3.0-0.0","33","21859","Female","53","","","","75","","1","","","","1789833","0","","","","0","","53","278167","75","266256","","0","","","","","","","","","","1","","","","1500","0","","","","","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg","","","","","","","","","","0","","","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1245","1790432","0.0-5.0-3.0-1.0-0.0","33","21859","Female","null","","","","null","","1","","","","1789908","0","","","","","","500","278220","524","266331","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1246","1791951","0.0-5.0-3.0-3.0","33","21859","Female","null","","","","null","","1","","","","1790432","0","","","","","","1500","278720","1519","266855","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1247","1792039","0.0-5.0-4.0-0.0","33","21859","Female","71","","","","68","","2","","","","1791951","0","","","","0","","71","280220","88","268374","","1","","","","","","","","","","1","","","","2000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","","","","","","","","","","0","","","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1248","1792609","0.0-5.0-4.0-1.0-0.0","33","21859","Female","null","","","","null","","2","","","","1792039","0","","","","","","500","280291","570","268462","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1249","1794638","0.0-5.0-4.0-3.0","33","21859","Female","null","","","","null","","2","","","","1792609","0","","","","","","2000","280791","2029","269032","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1250","1794698","0.0-5.0-5.0-0.0","33","21859","Female","37","","","","68","","3","","","","1794638","0","","","","0","","37","282791","60","271061","","1","","","","","","","","","","1","","","","1000","0","","","","","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","","","","","","","","","","0","","","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1251","1795282","0.0-5.0-5.0-1.0-0.0","33","21859","Female","null","","","","null","","3","","","","1794698","0","","","","","","500","282828","584","271121","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1252","1796314","0.0-5.0-5.0-3.0","33","21859","Female","null","","","","null","","3","","","","1795282","0","","","","","","1000","283328","1032","271705","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","1253","1796564","0.0-5.0-5.0-4.0-0.0","33","21859","Female","240","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","1254","1798681","0.0-5.0-5.0-4.0-1.0","33","21859","Female","2104","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1255","1799201","0.0-5.0-6.0-0.0","33","21859","Female","501","","","","68","","4","","","","1798681","1","","","","0","","501","0","520","0","","1","27","20","body_parts","faces","","","","","","0","","","","5000","1","27","20","body_parts","faces","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","82","53","","","","","","","chosen","0","no_gain2","gain4","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1256","1799727","0.0-5.0-6.0-1.0-0.0","33","21859","Female","null","","","","null","","4","","","","1799201","1","","","","","","500","501","526","520","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1257","1804769","0.0-5.0-6.0-3.0","33","21859","Female","null","","","","null","","4","","","","1799727","1","","","","","","5000","1001","5042","1046","5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1258","1804809","0.0-5.0-7.0-0.0","33","21859","Female","8","","","","75","","5","","","","1804769","1","","","","0","","8","6001","40","6088","","0","25","3","body_parts","outdoor_scenes","","","","","","0","","","","1700","1","3","25","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","80","72","","","","","","","unchosen","0","no_gain1","gain4","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1259","1805347","0.0-5.0-7.0-1.0-0.0","33","21859","Female","null","","","","null","","5","","","","1804809","1","","","","","","500","6009","538","6128","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1260","1807161","0.0-5.0-7.0-3.0","33","21859","Female","null","","","","null","","5","","","","1805347","1","","","","","","1700","6509","1814","6666","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1261","1807242","0.0-5.0-8.0-0.0","33","21859","Female","57","","","","75","","6","","","","1807161","1","","","","0","","57","8209","81","8480","","0","6","1","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1600","1","1","6","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","30","35","","","","","","","chosen","1","gain2","no_gain4","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1262","1807786","0.0-5.0-8.0-1.0-0.0","33","21859","Female","null","","","","null","","6","","","","1807242","1","","","","","","500","8266","544","8561","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1263","1809410","0.0-5.0-8.0-3.0","33","21859","Female","null","","","","null","","6","","","","1807786","1","","","","","","1600","8766","1624","9105","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1264","1809555","0.0-5.0-9.0-0.0","33","21859","Female","132","","","","68","","7","","","","1809410","1","","","","0","","132","10366","145","10729","","1","32","0","body_parts","outdoor_scenes","","","","","","0","","","","1800","1","32","0","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","47","77","","","","","","","unchosen","1","gain1","no_gain2","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1265","1810081","0.0-5.0-9.0-1.0-0.0","33","21859","Female","null","","","","null","","7","","","","1809555","1","","","","","","500","10498","526","10874","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1266","1811899","0.0-5.0-9.0-3.0","33","21859","Female","null","","","","null","","7","","","","1810081","1","","","","","","1800","10998","1818","11400","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1267","1811940","0.0-5.0-10.0-0.0","33","21859","Female","28","","","","68","","8","","","","1811899","1","","","","0","","28","12798","41","13218","","1","13","4","faces","outdoor_scenes","","","","","","0","","","","1300","1","13","4","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","75","87","","","","","","","unchosen","0","no_gain6","gain6","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1268","1812475","0.0-5.0-10.0-1.0-0.0","33","21859","Female","null","","","","null","","8","","","","1811940","1","","","","","","500","12826","535","13259","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1269","1813786","0.0-5.0-10.0-3.0","33","21859","Female","null","","","","null","","8","","","","1812475","1","","","","","","1300","13326","1311","13794","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1270","1813939","0.0-5.0-11.0-0.0","33","21859","Female","136","","","","75","","9","","","","1813786","1","","","","0","","136","14626","153","15105","","0","3","4","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1200","1","4","3","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","87","80","","","","","","","unchosen","1","gain6","no_gain1","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1271","1814459","0.0-5.0-11.0-1.0-0.0","33","21859","Female","null","","","","null","","9","","","","1813939","1","","","","","","500","14762","520","15258","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1272","1815686","0.0-5.0-11.0-3.0","33","21859","Female","null","","","","null","","9","","","","1814459","1","","","","","","1200","15262","1227","15778","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1273","1815741","0.0-5.0-12.0-0.0","33","21859","Female","33","","","","68","","10","","","","1815686","1","","","","0","","33","16462","55","17005","","1","6","24","outdoor_scenes","body_parts","","","","","","0","","","","3800","1","6","24","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","35","75","","","","","","","chosen","0","no_gain4","gain5","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1274","1816256","0.0-5.0-12.0-1.0-0.0","33","21859","Female","null","","","","null","","10","","","","1815741","1","","","","","","500","16495","515","17060","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1275","1820114","0.0-5.0-12.0-3.0","33","21859","Female","null","","","","null","","10","","","","1816256","1","","","","","","3800","16995","3858","17575","3800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1276","1820218","0.0-5.0-13.0-0.0","33","21859","Female","58","","","","75","","11","","","","1820114","1","","","","0","","58","20795","104","21433","","0","1","11","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1100","1","11","1","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","91","30","","","","","","","chosen","0","no_gain3","gain2","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1277","1820733","0.0-5.0-13.0-1.0-0.0","33","21859","Female","null","","","","null","","11","","","","1820218","1","","","","","","500","20853","515","21537","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1278","1821849","0.0-5.0-13.0-3.0","33","21859","Female","null","","","","null","","11","","","","1820733","1","","","","","","1100","21353","1116","22052","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1279","1822052","0.0-5.0-14.0-0.0","33","21859","Female","186","","","","68","","12","","","","1821849","1","","","","0","","186","22453","203","23168","","1","46","38","objects","objects","","","","","","0","","","","2500","1","46","38","objects","objects","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","68","39","","","","","","","unchosen","1","gain5","no_gain4","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1280","1822573","0.0-5.0-14.0-1.0-0.0","33","21859","Female","null","","","","null","","12","","","","1822052","1","","","","","","500","22639","521","23371","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1281","1825124","0.0-5.0-14.0-3.0","33","21859","Female","null","","","","null","","12","","","","1822573","1","","","","","","2500","23139","2551","23892","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1282","1825249","0.0-5.0-15.0-0.0","33","21859","Female","111","","","","75","","13","","","","1825124","1","","","","0","","111","25639","125","26443","","0","47","11","objects","outdoor_scenes","","","","","","0","","","","1500","1","11","47","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","91","70","","","","","","","chosen","0","no_gain3","gain3","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1283","1825770","0.0-5.0-15.0-1.0-0.0","33","21859","Female","null","","","","null","","13","","","","1825249","1","","","","","","500","25750","521","26568","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1284","1827320","0.0-5.0-15.0-3.0","33","21859","Female","null","","","","null","","13","","","","1825770","1","","","","","","1500","26250","1550","27089","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1285","1827365","0.0-5.0-16.0-0.0","33","21859","Female","28","","","","75","","14","","","","1827320","1","","","","0","","28","27750","45","28639","","0","32","13","body_parts","faces","","","","","","0","","","","1400","1","13","32","faces","body_parts","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","75","47","","","","","","","unchosen","0","no_gain6","gain1","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1286","1827898","0.0-5.0-16.0-1.0-0.0","33","21859","Female","null","","","","null","","14","","","","1827365","1","","","","","","500","27778","533","28684","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1287","1829377","0.0-5.0-16.0-3.0","33","21859","Female","null","","","","null","","14","","","","1827898","1","","","","","","1400","28278","1479","29217","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1288","1829561","0.0-5.0-17.0-0.0","33","21859","Female","122","","","","75","","15","","","","1829377","1","","","","0","","122","29678","184","30696","","0","47","27","objects","body_parts","","","","","","0","","","","3300","1","27","47","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","82","70","","","","","","","chosen","0","no_gain2","gain3","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1289","1830071","0.0-5.0-17.0-1.0-0.0","33","21859","Female","null","","","","null","","15","","","","1829561","1","","","","","","500","29800","510","30880","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1290","1833425","0.0-5.0-17.0-3.0","33","21859","Female","null","","","","null","","15","","","","1830071","1","","","","","","3300","30300","3354","31390","3300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1291","1833538","0.0-5.0-18.0-0.0","33","21859","Female","76","","","","75","","16","","","","1833425","1","","","","0","","76","33600","113","34744","","0","15","22","faces","faces","","","","","","0","","","","1800","1","22","15","faces","faces","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","64","75","","","","","","","unchosen","0","no_gain3","gain3","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1292","1834067","0.0-5.0-18.0-1.0-0.0","33","21859","Female","null","","","","null","","16","","","","1833538","1","","","","","","500","33676","529","34857","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
