"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_memory","","html-keyboard-response","2401","4036441","0.0-6.0-94.0-3.0","11","14054","1","null","","","","null","","92","","","1","","","","","","1.3","313.70000000000044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2402","4037963","0.0-6.0-95.0-0.0","11","14054","1","null","","","","null","","93","","","1","","","","1","","1.5","315.00000000000045","","","","","","","","","","","0","","","","1300","4","17","43","faces","objects","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","","","","","","","","","","","","1","0","recombined","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2403","4038279","0.0-6.0-95.0-2.0-0.0","11","14054","1","null","","","","null","","93","","","1","","","","1","","0.3","316.50000000000045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2404","4039297","0.0-6.0-95.0-3.0","11","14054","1","null","","","","null","","93","","","1","","","","","","1","316.80000000000047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2405","4040812","0.0-6.0-96.0-0.0","11","14054","1","null","","","","null","","94","","","1","","","","1","","1.5","317.80000000000047","","","","","","","","","","E","0","","","","1200","4","46","28","objects","body_parts","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","","","","","","","","","","","","","","","","1","1","intact","NaN","0","","","","","","","","","",""
"","memory_no_response","","html-keyboard-response","2406","4041130","0.0-6.0-96.0-2.0-0.0","11","14054","1","null","","","","null","","94","","","1","","","","1","","0.3","319.30000000000047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2407","4042040","0.0-6.0-96.0-3.0","11","14054","1","null","","","","null","","94","","","1","","","","","","0.9","319.6000000000005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2408","4042219","0.0-6.0-97.0-0.0","11","14054","1","173","","","","75","","95","","","1","","","","0","","0.173","320.50000000000045","","","","","","","","","","","0","","","","1400","4","15","45","faces","objects","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","","","","","","","","","","","","1","0","recombined","0","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2409","4043564","0.0-6.0-97.0-1.0-0.0","11","14054","1","null","","","","null","","95","","","1","","","","","","1.327","320.67300000000046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2410","4044977","0.0-6.0-97.0-3.0","11","14054","1","null","","","","null","","95","","","1","","","","","","1.4","322.00000000000045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2411","4044991","0.0-6.0-98.0-0.0","11","14054","1","6","","","","75","","96","","","1","","","","0","","0.006","323.40000000000043","","","","","","","","","","","0","","","","1400","4","28","2","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","","","","","","","","","","","","","","","","","","0","0","recombined","0","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2412","4046497","0.0-6.0-98.0-1.0-0.0","11","14054","1","null","","","","null","","96","","","1","","","","","","1.494","323.4060000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2413","4047914","0.0-6.0-98.0-3.0","11","14054","1","null","","","","null","","96","","","1","","","","","","1.4","324.90000000000043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2414","4048068","0.0-6.0-99.0-0.0","11","14054","1","148","","","","75","","97","","","1","","","","0","","0.148","326.3000000000004","","","","","","","","","","J","0","","","","2700","4","17","37","faces","objects","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","","","","","","","","","","","","","","","","","","1","1","intact","0","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2415","4049432","0.0-6.0-99.0-1.0-0.0","11","14054","1","null","","","","null","","97","","","1","","","","","","1.352","326.44800000000043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2416","4052146","0.0-6.0-99.0-3.0","11","14054","1","null","","","","null","","97","","","1","","","","","","2.7","327.8000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2417","4053534","0.0-6.0-100.0-0.0","11","14054","1","1381","","","","75","","98","","","1","","","","0","","1.381","330.5000000000004","","","","","","","","","","G","0","","","","4000","4","47","5","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","","","","","","","","","","","","","","","","","","1","1","intact","0","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2418","4053663","0.0-6.0-100.0-1.0-0.0","11","14054","1","null","","","","null","","98","","","1","","","","","","0.119","331.88100000000037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2419","4057681","0.0-6.0-100.0-3.0","11","14054","1","null","","","","null","","98","","","1","","","","","","4","332.0000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","end_memory_phase","","html-keyboard-response","2420","4064468","0.0-6.0-100.0-6.0-0.0","11","14054","1","6710","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation_instructions","","instructions","2421","342418494","0.0-7.0-0.0-0.0","11","14054","1","338354021","","[{""page_index"":0,""viewing_time"":338352558},{""page_index"":1,""viewing_time"":730},{""page_index"":2,""viewing_time"":732}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation_comprehension_check","","survey-multi-choice","2422","342422526","0.0-7.0-0.0-1.0","11","14054","1","4010","{""Q0"":""True"",""Q1"":""True"",""Q2"":""K""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","2423","342423664","0.0-7.0-1.0","11","14054","1","1124","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
